Table,Ave_C_Mean,Ave_C_RMS
"""110_sec_buf""",0.03043478260869565,0.005853440007754896
"""110_sec_buf""",0.02849002849002849,0.005866455920790314
"""110_sec_buf""",0.028410008071025068,0.002233793785810821
"""110_sec_buf""",0.0192,0.0063999999999999994
"""110_sec_buf""",0.015384615384615384,0.0072160242458822
"""110_sec_buf""",0.0,0.0
"""110_sec_buf""",0.028027681660899723,0.0020540930214056484
"""110_sec_buf""",0.027716423227645243,0.0020662629141432105
"""110_sec_buf""",0.02812500000000007,0.002061225288841085
"""110_sec_buf""",0.02867861609003756,0.002273977773569961
"""110_sec_buf""",0.023841059602649005,0.004001008600528004
"""110_sec_buf""",0.02662538699690403,0.005641135343123406
"""110_sec_buf""",0.03015873015873016,0.005723097262641253
"""110_sec_buf""",0.02517482517482518,0.005416759924765618
"""110_sec_buf""",0.030386740331491705,0.005924754306499231
"""110_sec_buf""",0.026682001150086274,0.002535412039683563
"""110_sec_buf""",0.01899441340782123,0.007821229050279328
"""110_sec_buf""",0.014285714285714287,0.014285714285714287
"""110_sec_build_perm""",0.026554836493981163,0.0002522949195191076
"""110_sec_build_perm""",0.018754186202277274,0.002257508311634656
"""110_sec_build_perm""",0.010305438291532158,0.0007617512614938146
"""110_sec_build_perm""",0.01853396901072714,0.0010585411006157068
"""110_sec_build_perm""",0.01194877371028149,0.000571170552305077
"""110_sec_build_perm""",0.0,0.0
"""110_sec_build_perm""",0.3113636363636361,0.04585054773143637
"""110_sec_build_perm""",0.015533980582524263,0.002456137988480295
"""110_sec_build_perm""",0.2237288135593221,0.015638824476102958
"""110_sec_build_perm""",0.023271783915763768,0.0006073477412523202
"""110_sec_build_perm""",0.025656553173084372,0.00036861104877576367
"""110_sec_build_perm""",0.009727072823696833,0.000688352590642869
"""110_sec_build_perm""",0.022985773827978107,0.00040133582025184654
"""110_sec_build_perm""",0.026927844840469978,0.0003214712691332382
"""110_sec_build_perm""",0.022179320821597064,0.0005486807717889532
"""110_sec_build_perm""",0.02458911363606814,0.0003659078199812824
"""110_sec_build_perm""",0.023355483299645236,0.0002650884069402837
"""110_sec_build_perm""",0.023950233281493004,0.002329933131596082
"""110_sec_income""",0.02857142857142857,0.02857142857142857
"""110_sec_income""",0.020481927710843374,0.006488150370041572
"""110_sec_income""",0.027085995085994942,0.0010922806085071118
"""110_sec_income""",0.011764705882352941,0.011764705882352941
"""110_sec_income""",0.016,0.012649110640673518
"""110_sec_income""",0.011764705882352941,0.011764705882352941
"""110_sec_income""",0.0,0.0
"""110_sec_income""",0.02708599508599492,0.0010922806085071125
"""110_sec_income""",0.027085995085994966,0.0010922806085071116
"""110_sec_income""",0.02708599508599495,0.0010922806085071125
"""110_sec_income""",0.0,0.0
"""110_sec_income""",0.027085995085994914,0.0010922806085071127
"""110_sec_income""",0.02708599508599495,0.0010922806085071118
"""110_sec_income""",0.013636363636363636,0.013636363636363636
"""110_sec_income""",0.027085995085995122,0.001092280608507109
"""110_sec_income""",0.027085995085994942,0.0010922806085071118
"""110_sec_income""",0.0125,0.0082915619758885
"""110_sec_income""",0.010666666666666672,0.0016410256410256412
"""110_sec_pub_lib""",0.02876682587928772,0.0011817943031052413
"""110_sec_pub_lib""",0.028552760535772492,0.0011770941188606495
"""110_sec_pub_lib""",0.028903508771929726,0.0011910943521052882
"""110_sec_pub_lib""",0.026146131805157655,0.001420073610429724
"""110_sec_pub_lib""",0.028490790255496088,0.001361754799330462
"""110_sec_pub_lib""",0.028721150629947474,0.0011971069712538361
"""110_sec_pub_lib""",0.02861162211881816,0.0011750998342602106
"""110_sec_pub_lib""",0.028481862964621532,0.0013668336339465103
"""110_sec_pub_lib""",0.027772600186393263,0.0033290906056834563
"""110_sec_pub_lib""",0.027448953217885846,0.0017719448437324963
"""110_sec_pub_lib""",0.02846835027877984,0.0011790942396600222
"""110_sec_pub_lib""",0.0290888252148996,0.001220078705528599
"""110_sec_pub_lib""",0.027955133735979142,0.0012281443320183575
"""110_sec_pub_lib""",0.028710514928602163,0.0011781006828266557
"""110_sec_pub_lib""",0.028571428571428574,0.007771197046799907
"""110_sec_pub_lib""",0.028701200389315285,0.0011777184721584952
"""110_sec_pub_lib""",0.028683061365203287,0.0012065644448087066
"""110_sec_pub_lib""",0.028713513513513342,0.0011775350317137412
"""115_sec_buf""",0.03532608695652173,0.006544344879778422
"""115_sec_buf""",0.03361823361823361,0.006571260737704158
"""115_sec_buf""",0.039467312348668376,0.0027262866431080716
"""115_sec_buf""",0.020799999999999996,0.008
"""115_sec_buf""",0.013846153846153845,0.005102499677469846
"""115_sec_buf""",0.0,0.0
"""115_sec_buf""",0.04103806228373719,0.0025810458406880926
"""115_sec_buf""",0.04104025650160325,0.0026237196493796838
"""115_sec_buf""",0.04118055555555569,0.002590007805412705
"""115_sec_buf""",0.03959983326386001,0.002773789872382509
"""115_sec_buf""",0.030794701986754953,0.0047640710496483964
"""115_sec_buf""",0.03219814241486068,0.006611193964106075
"""115_sec_buf""",0.03492063492063491,0.006393146017774906
"""115_sec_buf""",0.032867132867132866,0.007027885049734889
"""115_sec_buf""",0.03591160220994474,0.0066528146844156335
"""115_sec_buf""",0.03473260494537097,0.002900407179509712
"""115_sec_buf""",0.020111731843575422,0.0067039106145251395
"""115_sec_buf""",0.028571428571428574,0.028571428571428574
"""115_sec_build_perm""",0.03976395287648034,0.00030789991911420097
"""115_sec_build_perm""",0.0234427327528466,0.002523971022292935
"""115_sec_build_perm""",0.016406443618339532,0.0009579255558903428
"""115_sec_build_perm""",0.029976162097735293,0.0013648370072227398
"""115_sec_build_perm""",0.01721822251799858,0.0006856517183862163
"""115_sec_build_perm""",0.0,0.0
"""115_sec_build_perm""",0.33255813953488345,0.047943088669972767
"""115_sec_build_perm""",0.024660194174757257,0.003184702809098392
"""115_sec_build_perm""",0.24410646387832732,0.01608684091354081
"""115_sec_build_perm""",0.03400732488936429,0.0007333230029312233
"""115_sec_build_perm""",0.03806216399925712,0.00045071635002154944
"""115_sec_build_perm""",0.016323890829129564,0.0008837506585196569
