Table,Pre_U_Mean,Pre_C_Mean,Pre_U_RMS,Pre_C_RMS,Ave_U_Mean,Ave_C_Mean,Ave_U_RMS,Ave_C_RMS
110_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0301373703101,0.0258670431388,0.00160619019981,0.00115171808499
115_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0292403081964,0.0262531262185,0.00155610521565,0.00112172575296
115_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0284649620172,0.0264981775258,0.00151733426636,0.00111588170017
115_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0277121903275,0.0267616294015,0.0014720726916,0.00108431224849
115_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0269973268792,0.0272694869761,0.00143332476619,0.00106864765926
115_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.026291282064,0.0272472289758,0.00139974687287,0.00106840109106
115_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0256950626247,0.0274874162853,0.00136286064273,0.00104370341735
11_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0251116200899,0.0267928337915,0.00132896990935,0.00101797056819
11_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.02452310012,0.0261521355461,0.00129964957367,0.000996462534418
11_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0239667162152,0.0255517245024,0.00126866353504,0.000972405096261
11_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0234665610435,0.0249715251359,0.00124346367501,0.000952231058895
11_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0229686473674,0.0244156528604,0.00121685831373,0.000932349859925
11_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0242192195599,0.0249256593548,0.00170367735621,0.00117609862537
15_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.023747224379,0.024994036934,0.00166627305157,0.0011557263414
15_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0233829793011,0.0247009871575,0.00163922215638,0.00114061172407
15_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0235878762453,0.0246034011884,0.00163242977312,0.00111974985752
15_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0231535752655,0.0244245262609,0.00160365525445,0.00111319516119
15_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0231707406742,0.0240864393956,0.00173834270313,0.00110069289374
15_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0230805937145,0.0245334675653,0.00172370180524,0.00110525939612
510_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.023554136892,0.0244554803755,0.00181002306194,0.00108721952581
510_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0233876600671,0.0250651226673,0.00178499023989,0.00128925605529
510_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0231667888291,0.0251059137648,0.00175117582556,0.00126574288251
510_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0230134572615,0.0250420784346,0.00172623869476,0.00125305531472
510_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0228278306339,0.0250153552269,0.00170252984781,0.00124164786632
510_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0232583737266,0.0248480363241,0.0016992395543,0.00122292423333
515_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0230103998859,0.0249344491032,0.0016701671616,0.00120407922492
515_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0228634284683,0.0253844311045,0.00165004514331,0.00120128919306
515_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0231855008874,0.0255881013632,0.00166406559731,0.001181690611
515_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0230361184582,0.0258500212089,0.00164268537168,0.00117392177351
515_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0228946555633,0.0260095414082,0.00161910562244,0.0011605284088
515_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0227595485901,0.0261799314726,0.00159422040793,0.00114456366778
51_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0225607573256,0.0257785201316,0.00157025760529,0.0011266984094
51_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0226237246614,0.025420654851,0.00155894176978,0.00111334786863
51_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0226009689578,0.0254250243637,0.00153929509154,0.00110287890501
51_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0225157020833,0.0251073528794,0.00152597050601,0.00109224204486
51_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0224165671096,0.0251879262408,0.00151529335143,0.00110938948671
51_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0226518098211,0.0248347864457,0.00150790499342,0.00109377404623
55_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0224847343126,0.0246288132071,0.00148644709328,0.00107847628601
55_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0223772551751,0.0244957535558,0.0014746306568,0.00107275800749
55_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0222315552667,0.0243148263748,0.00145381900947,0.00105776359981
55_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0221757174319,0.0241796219966,0.00143886771444,0.00104786264178
55_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.022058100406,0.0240627223344,0.00142561725173,0.00104249207605
55_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0230045619519,0.02383164948,0.00147064729772,0.00103042017171
