Table,Pre_U_Mean,Pre_C_Mean,Pre_U_RMS,Pre_C_RMS,Ave_U_Mean,Ave_C_Mean,Ave_U_RMS,Ave_C_RMS
105_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0312779736764,0.022376637602,0.000282309712653,0.000211152680066
105_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.031098968183,0.0219334602158,0.000293789144124,0.000218239045767
105_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0310132823476,0.0220401639244,0.000285522548024,0.000213893498293
105_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0309858260042,0.0216355555943,0.000289952349962,0.000215362234956
105_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0311281049447,0.0212937552072,0.000292528115902,0.00021536720668
105_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0313025343308,0.0212010360752,0.000287868524188,0.00021181049498
110_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0301459954297,0.0213295998436,0.000278118014297,0.000209111695652
110_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0290966480187,0.0215692260381,0.000273149987212,0.000218841324376
110_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0281356366213,0.0229320258941,0.000264320464436,0.000220661841945
110_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0272313671465,0.0230644361689,0.000259077053862,0.000225563102149
110_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0263927664264,0.0231432601825,0.000253704467128,0.000228171315457
110_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.025612351717,0.0233445116987,0.000246558740665,0.00022467215826
115_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0248642821989,0.0238242165678,0.000239803806082,0.0002222461815
115_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0241761241474,0.0244010143516,0.000236876450526,0.000233087576417
115_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0235247297759,0.0248825549582,0.000230625160817,0.000229453652275
115_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0229577821371,0.0253744631088,0.000229733126178,0.000238950466707
115_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.022379705783,0.0258518692203,0.000226092021107,0.000243788802243
115_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0218327665926,0.0262543571124,0.000220811773299,0.000240902257938
11_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0213253519109,0.0256150455555,0.000215746576415,0.000235211843966
11_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.020841842256,0.0250093628884,0.000214141393141,0.000232780440713
11_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0203828038187,0.0244360294937,0.000209168779449,0.000227317026563
11_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.019947495092,0.0238915115354,0.000206743219118,0.000224258172828
11_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0195449740768,0.0233764288125,0.000204191729225,0.000220946480975
11_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0191452989111,0.0228843622119,0.000200208045612,0.000216554665977
15_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0187657829797,0.0226426636688,0.000196339712982,0.000213184157776
15_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0184049460769,0.0224534346249,0.000195268253941,0.00021590938275
15_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0181661455693,0.022222704907,0.000192530407391,0.000212199906181
15_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0178389832779,0.0220317060336,0.000190790419651,0.000212661165125
15_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0175147809592,0.0218148629339,0.000188923684895,0.000212727046346
15_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0172195758791,0.0216853866734,0.000186163119375,0.000210770467606
510_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0171329086504,0.0217801587287,0.000184381202672,0.000209352853179
510_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0170780781332,0.0218909379084,0.000187258671606,0.000214108876468
510_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0169750083794,0.0219150562857,0.000184754352728,0.000211544892828
510_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0169497880881,0.0220439797803,0.000186598300599,0.000214790285082
510_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0169258278095,0.0220957364612,0.000187290777135,0.000215919344628
510_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0168833142154,0.0221859177165,0.000185546862098,0.000214259801377
515_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0168633648557,0.0224814653034,0.000183757276005,0.000212814010415
515_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0168296509874,0.0229026744614,0.000187027883852,0.000220685426632
515_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167867962301,0.0232023814451,0.00018429786882,0.000217727210523
515_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167455302357,0.023480853503,0.000185356302808,0.000220956058372
515_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167546998774,0.0238094472136,0.000187090889345,0.000224819957393
515_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167182237075,0.0240669073789,0.000185688171432,0.000223880012134
51_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.016808473358,0.0238789330925,0.000187553340068,0.000224541100417
51_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167674890951,0.0235344787159,0.000190777753062,0.000223494492548
51_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0168157921378,0.0232055784701,0.000189068106737,0.000220361060284
51_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167891265018,0.0228862159516,0.000190299115348,0.000218718588695
51_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167580643796,0.0225718095045,0.000190981187502,0.000216813500258
51_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167945065155,0.0222849052423,0.000189893451851,0.000214296704375
55_sec_build_vio,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167439324357,0.0221489955955,0.000188196530368,0.000212225232684
55_sec_bus_lic,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167031022065,0.0220188604943,0.000190190043742,0.000213709853211
55_sec_chi_crime,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0167003829808,0.0218999218472,0.000188005375012,0.000211126372939
55_sec_contracts,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0166850631211,0.0217869731949,0.000189232638035,0.000211822226671
55_sec_food_inspec,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0166502395287,0.0216733627976,0.000189706307189,0.000211923469922
55_sec_graf_rmv,0.027870528962516558,0.026191175503583193,8.83196237682e-05,8.51342412388e-05,0.0166114052147,0.0215519981199,0.000188244032311,0.000210108544149
